fac_hydroid	hydroid	ftype	name	riverseg	tnt	exempt_value
72555	63975	commercial	Lake 3 (Nicklaus Pump Station)	EL0_7220_0000	tidal	0.000000000000000000000
72555	64054	commercial	Lake 10	EL0_7220_0000	tidal	0.000000000000000000000
72555	64219	commercial	Lake 5	EL0_7220_0000	tidal	0.000000000000000000000
72555	64535	commercial	Lake 11	EL0_7220_0000	tidal	0.000000000000000000000
72555	64709	commercial	Lake 18	EL0_7220_0000	tidal	0.000000000000000000000
72555	65061	commercial	Lake 20	EL0_7220_0000	tidal	0.000000000000000000000
72555	65070	commercial	Lake 21	EL0_7220_0000	tidal	0.000000000000000000000
72555	65071	commercial	Lake 19 Palmer	EL0_7220_0000	tidal	0.000000000000000000000
72555	65072	commercial	Lake 22	EL0_7220_0000	tidal	0.000000000000000000000
72555	65073	commercial	Lake 23	EL0_7220_0000	tidal	0.000000000000000000000
72555	65074	commercial	Lake 24	EL0_7220_0000	tidal	0.000000000000000000000
72555	65075	commercial	Lake 25	EL0_7220_0000	tidal	0.000000000000000000000
72556	65342	mining	LEVISA FORK	BS3_8330_0000	non-tidal	0.25
72558	61494	mining	LOONEY CREEK #1	TU3_8880_9230	non-tidal	0.365
72558	64764	mining	LOONEY CREEK #2	TU3_8880_9230	non-tidal	0.361
72561	60485	municipal	BRECKENRIDGE RESERVOIR	PL0_5493_0000	tidal	5
72562	59915	municipal	BERRY FARM SPRING	PS3_6460_6230	non-tidal	0.498387097
72566	65357	fossilpower	YORK RIVER	YL0_6931_0000	tidal	2000
72568	61650	irrigation	FARM POND	JB2_7800_0001	non-tidal	0.046027397
72572	63740	irrigation	Shenandoah River	PS4_6360_5840	non-tidal	0.000000000000000000000
72576	58779	commercial	LOUDOUN GOLF & CC POND	PM3_4670_4660	non-tidal	0.07983871
72578	232529	municipal	Primary - Harris Creek	JL6_7440_7430_harris_creek	non-tidal	1.4268673074310048512600
72578	232530	municipal	Secondary - Graham Creek Reservoir	JL6_7440_7430_harris_creek	non-tidal	1.5731326925689951487400
72578	232531	municipal	Tertiary - James River (emergency only)	JL6_7440_7430	non-tidal	0.000000000000000000000000
72578	232623	municipal	Tertiary - James River	JL6_7440_7430	non-tidal	0.000000000000000000000000
72579	62730	commercial	New River	NR6_7820_7960	non-tidal	0.00000000000000000000
72590	58772	commercial	BURKE LAKE	PL0_5131_0000	tidal	0.75
72591	59974	irrigation	FOUR FARM PONDS COMBINED	JB1_8090_0001	non-tidal	0.058000000000000000000000
72591	59975	irrigation	TRAVIS POND (POWELL FARM)	JB1_8090_0001	non-tidal	0.00369863
72591	61522	irrigation	MURPHYS MILL POND	JB1_8090_0001	non-tidal	0.021917808
72603	60645	municipal	CLAYTOR LAKE	NR6_8500_7820	non-tidal	2.44657534246575342466
72606	61629	irrigation	MEHERRIN RIVER	MN4_8400_8380	non-tidal	0.017401844074125673736795
72606	62006	irrigation	Fountain Creek	MN4_8510_8380	non-tidal	0.016694608883998759662918
72607	60190	municipal	JAMES RIVER 	JL6_7440_7430	non-tidal	209
72611	63116	municipal	SPRING	PS2_5560_5100	non-tidal	0.248
72612	59839	irrigation	BUNKER HILL NORTH	RL5_6071_0000	tidal	0.000261136259771733406348
72612	59934	irrigation	CABIN POND	RL5_6070_0000	tidal	0.000255201344776921282501
72612	59935	irrigation	EXETER	RL5_6070_0000	tidal	0.000000000000000000000000
72612	59968	irrigation	BUNKER HILL SOUTH	RL5_6071_0000	tidal	0.000000000000000000000000
72612	59969	irrigation	LIBERTY POND	RL5_6070_0000	tidal	0.076319445884287012756359
72612	59979	irrigation	WALNUT HILL	PL0_6100_0000	tidal	0.000267071174766545530195
72612	60213	irrigation	WIRTLAND POND	RL5_6070_0000	tidal	0.000000000000000000000000
72612	60467	irrigation	MILL POND	RL5_6070_0000	tidal	0.462009392686144516455104
72612	61349	irrigation	PROPAGATION POND	RL5_6070_0000	tidal	0.000000000000000000000000
72612	63233	irrigation	LIBERTY POND #2	RL5_6070_0000	tidal	0.000000000000000000000000
72612	63575	irrigation	ROXBURY POND	RL5_6070_0000	tidal	0.000000000000000000000000
72612	63846	irrigation	DODDS POND	RL5_6070_0000	tidal	0.000000000000000000000000
72612	64002	irrigation	BUNKER HILL NORTH #2	RL5_6071_0000	tidal	0.000000000000000000000000
72612	64354	irrigation	JEFFRIES POND	RL5_6070_0000	tidal	0.000000000000000000000000
72612	64462	irrigation	RAPPAHANNOCK RIVER	RL5_6070_0000	tidal	0.000000000000000000000000
72617	60438	irrigation	SMITH CREEK	PS2_5560_5100	non-tidal	0.030958904
72619	58856	mining	BACK CREEK	PU2_3770_3600	non-tidal	0.720493151
72620	64774	municipal	WALKER CREEK	NR3_8290_8170	non-tidal	2.2
72634	58819	municipal	RIVANNA RIVER	JL4_6520_6710	non-tidal	1.09589041095890410959
72635	60866	irrigation	DUG POND	MN1_8240_0000	tidal	0.00000000000000000000
72637	60268	irrigation	BUCK CREEK	JL2_6850_6890	non-tidal	0.00000000000000000000
72638	60168	irrigation	FARM POND 2	MN4_8510_8380	non-tidal	0.00000000000000000000
72645	64668	commercial	Irrigation Lake	JA0_7291_7290	non-tidal	0.000000000000000000000
72648	58896	irrigation	FARM POND	MN2_7720_7830	non-tidal	0.00000000000000000000
72648	58904	irrigation	BUTTERWOOD CREEK	MN2_7720_7830	non-tidal	0.00000000000000000000
72654	59877	municipal	POUND RESERVOIR	BS4_8540_8441	non-tidal	0.75
72655	64829	municipal	SPRING	NR2_8210_8180	non-tidal	0.020225806
72656	64822	municipal	POWDER MILL BRANCH	TU4_8800_9290	non-tidal	0.119354839
72657	60303	irrigation	TODDSBERRY POND	YM0_6622_0000	tidal	0.2
72657	61566	irrigation	MATTAPONI R  BEWDLEY	YM0_6622_0000	tidal	0.047008468757152666512000
72657	61587	irrigation	MATTAPONI R  REFILL FOR TODDSB	YM4_6620_0001	non-tidal	0.082191781
72657	61590	irrigation	WALKERTON MILL POND  NECKFIELD	YM0_6622_0000	tidal	0.131506849
72657	62091	irrigation	CHAPEL CREEK	YM4_6620_0001	non-tidal	1.200821918
72663	63970	mining	QUARRY	JL7_6800_7070	non-tidal	0.130000000000000000000000
72666	64859	mining	GUEST RIVER	TU2_8860_9000	non-tidal	0.59
72667	65128	manufacturing	TRIBUTARY TO WILSON CREEK	NR4_9130_9080	non-tidal	0.024
72668	64867	municipal	ELM SPRINGS	TU4_8810_9000	non-tidal	0.043387097
72669	61597	irrigation	LAKE	JB0_7072_0000	tidal	0.090000000000000000000000
72672	64347	municipal	POWELL RIVER - EMERGENCY WD	TU3_8880_9230	non-tidal	0.00000000000000000000
72672	64818	municipal	SOUTH FORK POWELL RIVER	TU3_8880_9230_sf_below_big_cherry	non-tidal	3.20000000000000000000
72673	64860	municipal	BARKER SPRING   (SLEMP)	TU4_9260_0000	non-tidal	0.000000000000000000000000
72673	64861	municipal	WYNN SPRING & Barker Spring (volumes combined, 2012MAM)	TU4_9260_0000	non-tidal	0.527
72677	59344	municipal	CLINCH RIVER Carfax Intake (WTP & Power Plant)	TU4_8810_9000	non-tidal	2.70684931506849315068
72678	64908	commercial	BLUESTONE RIVER	NR0_8310_0000	tidal	2.4
72681	64920	commercial	LAUREL LAKE	BS0_8441_0000	non-tidal	0.708
72682	64924	municipal	EAGLE BOTTOM CREEK	NR5_8870_8760	non-tidal	0.288
72683	64793	municipal	COLE SPRING	TU3_9040_9180	non-tidal	0.02720567054123537810
72683	65298	municipal	RESERVATION SPRING	TU2_9100_9200	non-tidal	2.187096774
72685	64645	municipal	JONES SPRING	TU3_9040_9180	non-tidal	0.89116129
72685	64905	municipal	WIDENER SPRING	TU3_9040_9180	non-tidal	0.53
72687	64933	municipal	CHESTNUT CREEK	NR5_8870_8760	non-tidal	7.6
72697	58921	irrigation	LITTLE RIVER	NR3_8420_8430	non-tidal	0.000000000000000000000
72698	65163	commercial	LAKE CURTIS	PL0_5900_0000	tidal	0.043013698630136986301370
72699	61592	commercial	POND	NR3_8420_8430	non-tidal	0.076
72701	58783	municipal	LOWER LAKE	TU3_8880_9230	non-tidal	1.167
72701	64923	municipal	UPPER LAKE	TU3_8880_9230	non-tidal	0.000000000000000000000000
72701	64932	municipal	ROBINETTE BRANCH	TU3_8880_9230	non-tidal	0.405
72706	61342	manufacturing	BANNISTER RIVER	OD3_8520_8621	non-tidal	0.152
72708	59330	irrigation	TRIB TO THE DAN RIVER	OD2_8840_9020	non-tidal	0.00000000000000000000
72716	64909	mining	LITTLE TOMS CREEK - CRP 1	TU2_8860_9000	non-tidal	0.000000000000000000000
72716	64912	mining	LITTLE TOMS CREEK - CRP 1	TU2_8860_9000	non-tidal	0.28
72716	64913	mining	LITTLE TOMS CREEK  CRP THICKNR	TU2_8860_9000	non-tidal	0.68
72716	64914	mining	UPPER BANNER MINE RESERVOIR	TU2_8860_9000	non-tidal	0.000000000000000000000
72718	63837	irrigation	HAWKSBILL CREEK	PS5_5240_5200	non-tidal	0.00000000000000000000
72724	62023	irrigation	SPRING	PS1_4830_5080	non-tidal	0.00000000000000000000
72728	61807	manufacturing	CLAYTOR LAKE	NR6_8500_7820	non-tidal	2.709677419
72734	59814	municipal	RAPIDAN RIVER	RU2_6220_6170	non-tidal	1.75342465753424657534
72735	59003	irrigation	FARM POND	MN3_7680_7860	non-tidal	1.080739726
72736	65033	commercial	GOLF COURSE POND	OR2_7610_7780	non-tidal	1.2
72738	64250	commercial	Fawn Lake	YM2_6120_6430	non-tidal	0.122767123287671232876712
72739	58803	municipal	SF Holston Intake	TU2_8950_9040	non-tidal	0.44141582664853896388
72739	64758	municipal	TAYLOR SPRING	TU2_8950_9040	non-tidal	0.04899513225557062516
72743	58808	mining	AQUIA CREEK	PL0_5730_5690	non-tidal	0.387096774
72743	58809	mining	PIT PUMP DISCHARGE	PL0_5730_5690	non-tidal	0.620000000000000000000000
72743	63064	mining	PUMP STILLING BASIN	PL0_5730_5690	non-tidal	0.409
72744	59909	manufacturing	JAMES RIVER	JB0_7071_0000	tidal	57.6
72747	62247	mining	JAMES RIVER	JB0_7073_0000	tidal	4.090645161
72759	63267	manufacturing	NORTH FORK SHENANDOAH RIVER	PS3_5100_5080	non-tidal	1.242
72760	63089	municipal	SMITH CREEK	PS2_5560_5100	non-tidal	3.2
72760	64004	municipal	MASSANUTTEN IMPOUNDMENT	PS2_5560_5100	non-tidal	0.038709677
72762	61927	commercial	JOHN H KERR RESERVOIR	OR5_8410_8470	non-tidal	0.029
72778	65010	municipal	SPURLOCK BRANCH	TU1_9120_0000	non-tidal	0.000000000000000000000000
72778	65198	municipal	NORTH FORK CLINCH RIVER	TU1_9120_0000	non-tidal	2.016
72782	63178	commercial	LAKE BONAVENTURE	TU4_8810_9000	non-tidal	0.016451613
72788	60912	irrigation	FARM POND	OD5_8770_8780	non-tidal	0.00000000000000000000
72794	64011	irrigation	FARM POND	OD3_8340_8520	non-tidal	0.00000000000000000000
72795	65023	municipal	LOWER MINE PORTER SP	TU4_8810_9000	non-tidal	0.285
72803	62844	mining	LITTLE RIVER	YP1_6570_6680	non-tidal	0.070967742
72803	63867	mining	QUARRY DEWATERING	YP1_6570_6680	non-tidal	6.55
72805	63635	irrigation	POND #1	ES0_0000_0000	tidal	0.00000000000000000000
72806	64965	commercial	BLUESTONE RIVER	NR0_8310_0000	tidal	0.236129032
72810	59629	municipal	Hite Spring	PS5_5240_5200	non-tidal	0.974193548
72810	60753	municipal	HUDSON SPRING	PS5_5240_5200	non-tidal	0.252
72812	65027	municipal	BIG MOCCASIN CREEK	TU1_9010_9290	non-tidal	2.07
72813	459348	municipal	New River Intake	NR6_8050_8051	non-tidal	0.00000000000000000000
72816	64683	manufacturing	SPRING	PS3_5100_5080	non-tidal	0.131580645
72822	59660	manufacturing	INTAKE-OUTFALL 040 (B4636 Pumphouse)	JB0_7390_0000	tidal	2.636854881576859353761500
72822	59674	manufacturing	INTAKE-OUTFALL 041 - Nancy Lee	JB0_7390_0000	tidal	4.166468212794337794754500
72822	59679	manufacturing	INTAKE-OUTFALL 021 & 022 (MOF 4736)	JB0_7390_0000	tidal	1.346676905628802851484000
72822	59696	manufacturing	Intake -OUTFALL 015 - Building 78 	JB0_7390_0000	tidal	0.000000000000000000000000
72825	60003	municipal	SOUTH FORK RIVANNA RIVER (Reservoir)	JL2_6441_6520	non-tidal	48.920547945205479452055
72826	62755	irrigation	MIDDLE RIVER	PS3_6460_6230	non-tidal	0.164383561643835616438356
72827	60327	irrigation	PUBLIC LAKE	EL0_6610_0000	tidal	0.002493150684931506849315
72829	64028	irrigation	FARM POND	JL7_6800_7070	non-tidal	0.005753424657534246575342
72830	64454	irrigation	Hatchers Run Creek-Lake Jordan	MN1_7620_7710	non-tidal	0.000000000000000000000
72831	58861	commercial	POND	RL5_6070_0000	tidal	1.5
72834	63027	municipal	MOTTS RUN RESERVIOR	RU5_6030_0001_motts_run	non-tidal	0.00000000000000000000
72834	63804	municipal	RAPPAHANNOCK RIVER	RL5_6070_0000	tidal	4.358064516
72835	59005	municipal	OCCOQUAN RESERVOIR	PL3_5250_0001	non-tidal	3965.714384
72840	64805	commercial	Irrigation Pond	OR2_7900_7740	non-tidal	0.000000000000000000000
72841	58888	municipal	REED CREEK	OR4_8120_7890	non-tidal	3.024
72841	62257	municipal	ROANOKE RIVER	OR4_8120_7890	non-tidal	5
72844	60335	agriculture	JAMES RIVER	JB0_7271_0000	tidal	0.270967742
72846	60185	irrigation	FARM POND 13.5 ACRES TOBACCO	OD3_8340_8520	non-tidal	0.00000000000000000000
72846	60233	irrigation	FARM POND 23.5 ACRES TOBACCO	OD3_8340_8520	non-tidal	0.00739726
72846	60322	irrigation	FARM POND 4 ACRES TOBACCO	OD3_8340_8520	non-tidal	0.003013699
72856	63820	irrigation	FARM POND @ Margaret Bain property, 23310 Jones Rd, Stony Creek VA	MN2_7830_7950	non-tidal	0.00000000000000000000
72858	58830	irrigation	FARM POND	MN2_7830_7950	non-tidal	0.089000000000000000000000
72861	60746	irrigation	MILL CREEK	PS5_5240_5200	non-tidal	0.00000000000000000000
72862	62841	manufacturing	JAMES RIVER	JB0_7071_0000	tidal	0.074
72872	65028	municipal	REED CREEK	NR2_8600_8700	non-tidal	13
72873	64061	commercial	South Anna River	YP3_6690_6720	non-tidal	0.000000000000000000000
72876	60345	irrigation	FARM POND	YL2_6580_0001	non-tidal	0.00000000000000000000
72876	60885	irrigation	FARM POND   PIVOT IN FIELD	YL2_6580_0001	non-tidal	0.00000000000000000000
72880	60484	commercial	RESERVOIR 1	OD5_8770_8780	non-tidal	0.00000000000000000000
72880	61192	commercial	LITTLE SANDY CREEK	OD5_8770_8780	non-tidal	0.193548387
72880	61889	commercial	RESERVOIR 2	OD5_8770_8780	non-tidal	0.00000000000000000000
72887	62164	irrigation	FARM POND	RL5_6070_0000	tidal	0.000000000000000000000000
72887	64000	irrigation	Rappahannock River	RL5_6070_0000	tidal	0.080000000000000000000000
72890	63425	commercial	POND	PU2_4730_4220	non-tidal	0.096774194
72895	61122	municipal	MARROWBONE CREEK	OD3_8720_8900	non-tidal	0.531806452
72897	61623	irrigation	FARM POND #2  TO 2 ACRES	OR2_8460_8271	non-tidal	0.00000000000000000000
72897	63929	irrigation	FARM POND #1  TO 5 ACRES	OR2_8460_8271	non-tidal	0.00000000000000000000
72900	63275	manufacturing	SOUTH FORK SHENANDOAH RIVER	PS5_5200_4380	non-tidal	26.897
72908	60238	manufacturing	POND	RU2_6220_6170	non-tidal	0.023225806
72917	59795	municipal	PROSPECT HILL SPRING	PS5_4380_4370	non-tidal	0.061645161
72918	59307	irrigation	PeeDee Creek #5 EAGLE TREE drip	RL5_6071_0000	tidal	0.000000000000000000000
72918	60425	irrigation	PeeDee #4 FLATS old	RL5_6071_0000	tidal	0.000000000000000000000
72918	60470	irrigation	PeeDee Creek #2 GOULDMAN	RL5_6071_0000	tidal	0.000000000000000000000
72918	62039	irrigation	PEE DEE CR #1 CORBET	RL5_6071_0000	tidal	0.000000000000000000000
72918	62121	irrigation	Rappahannock #1 EAGLE TREE	RL5_6070_0000	tidal	0.000000000000000000000
72918	62122	irrigation	PeeDee Creek #3 WASHINGTON	RL5_6071_0000	tidal	0.000000000000000000000
72918	64406	irrigation	Rappahannock #2 GRIGSBY	RL5_6070_0000	tidal	0.000000000000000000000
72918	65661	irrigation	PeeDee Creek #6 FLATS new	RL5_6071_0000	tidal	0.000000000000000000000
72918	65663	irrigation	Rappahannock #3 SOUTH	RL5_6070_0000	tidal	0.000000000000000000000
72929	59184	municipal	MCMINNIS SPRING	OR4_8120_7890	non-tidal	0.9216
72929	65204	municipal	REYNOLDS SPRING	OR2_7780_7890	non-tidal	0.8064
72930	58900	municipal	Mechunk Creek	JL4_6520_6710	non-tidal	0.149589041095890410959
72932	65042	municipal	JAMES RIVER - COLLEGE HILL WTP	JL6_7440_7430	non-tidal	20
72935	60243	irrigation	CHRISTIANS CREEK	PS3_6460_6230	non-tidal	0.000000000000000000000
72945	61578	irrigation	FARM POND	MN4_8110_0000	tidal	0.00000000000000000000
72947	59750	mining	PIT SUMP	MN4_8260_8400	non-tidal	2.043835616438356164383562
72947	61605	mining	PIT SUMP	MN4_8260_8400	non-tidal	0.25
72953	58981	irrigation	Gravel Pond	JB0_7074_0000	tidal	0.000000000000000000000
72953	257222	irrigation	Herring Creek	JB0_7074_0000	tidal	0.000000000000000000000
72964	60447	municipal	POTOMAC RIVER - LITTLE FALLS	PM7_4820_0001	non-tidal	3.90503561643835616417346
72964	65156	municipal	POTOMAC RIVER - GREAT FALLS	PM7_4580_4820	non-tidal	190.9090323
72966	60908	irrigation	GEORGES CREEK	OD3_8340_8520	non-tidal	0.00000000000000000000
72966	64353	irrigation	FARM POND	OD3_8340_8520	non-tidal	0.00000000000000000000
72974	61569	municipal	APPOMATTOX RIVER	JA2_7550_7280	non-tidal	6
72975	64792	mining	KNOX CREEK	BS1_8140_0000	non-tidal	0.1110136986301369863014
72976	61591	municipal	CRYSTAL LAKE	MN3_7770_7930	non-tidal	2.016
72985	64380	irrigation	Chickahominy River	JB3_7053_0001	non-tidal	0.000000000000000000000
72995	58844	mining	APPOMATTOX RIVER	JA5_7520_0000	tidal	0.088000000000000000000000
72995	62035	mining	SETTLING POND	JA5_7520_0000	tidal	4.746774194
72997	64338	irrigation	TRIB TO MIDDLE RIVER	PS3_6460_6230	non-tidal	0.000000000000000000000
73000	61639	irrigation	JAMES RIVER	JL7_6800_7070	non-tidal	0.00000000000000000000
73008	64780	mining	ROCKHOUSE BRANCH	BS3_8350_8330	non-tidal	0.029032258
73009	59100	irrigation	FARM POND 7 #3876	MN3_8190_8260	non-tidal	0.00000000000000000000
73015	60890	irrigation	Shenandoah River - Elkton	PS4_5840_5240	non-tidal	0.031000000000000000000000
73024	59134	commercial	In Line Irrigation Lake on Spring Branch	YP3_6470_6690_camp_creek	non-tidal	0.049872616932312529355096
73024	59137	commercial	Impoundment located on Camp Creek	YP3_6470_6690_camp_creek	non-tidal	0.012957520053988840507917
73026	61614	commercial	LAKE #3 AND #4	JB0_7661_0000	tidal	1.440986301
73028	60110	irrigation	BLUE RUN - UPLANDS (Intake #1)	RU2_6220_6170	non-tidal	0.000000000000000000000
73028	60973	irrigation	Intake #4 (Rapidan R)	RU2_6220_6170	non-tidal	0.00000000000000000000
73028	62988	irrigation	RAPIDAN RIVER - RIVER BOTTOM (Intake #3)	RU2_6220_6170	non-tidal	0.00000000000000000000
73028	63594	irrigation	INTAKE #2 (Marsh Run)	RU2_6220_6170	non-tidal	0.000000000000000000000
73029	225818	municipal	Lake Prince 	JB2_7800_0001	non-tidal	6.331564219678810401136661
73030	61624	commercial	TWO PONDS	MN3_7770_7930	non-tidal	0.015806452
73032	59318	municipal	JAMES RIVER AND KANAWA CANAL	JL7_7070_0001	non-tidal	887
73033	62788	municipal	NORTH ANNA RIVER	YP3_6700_6670	non-tidal	2.001
73034	59342	irrigation	HAT CREEK	JL1_6940_7200	non-tidal	0.243013698630136986301370
73035	63347	commercial	MARBLE QUARRY RESERVOIR	PM3_4670_4660	non-tidal	0.015
73036	59078	municipal	CHAPLIN SPRINGS	JU3_6950_7330	non-tidal	0.561
73036	59197	municipal	CASCADES-CHAPLIN-MCALLISTER SPRINGS	JU3_6950_7330	non-tidal	0.848
73036	62859	municipal	KEYSER-JACKSON SPRINGS	JU3_6950_7330	non-tidal	0.000000000000000000000000
73036	62871	municipal	MCALLISTER SPRINGS	JU3_6950_7330	non-tidal	0.9
73042	59673	fossilpower	KERR RESERVOIR	OR7_8470_8490	non-tidal	3.801369863013698630137
73044	65503	commercial	Ivy Creek	JL2_6441_6520_ivy_creek	non-tidal	1.100753425
73047	60331	irrigation	MEADOW RUN        (#5)	PS3_6460_6230	non-tidal	0.00000000000000000000
73049	63914	fossilpower	Quarry	YP3_6470_6690	non-tidal	0.0367945205479452054795
73052	59082	irrigation	BIG POND	MN1_7620_7710	non-tidal	0.000000000000000000000
73052	64262	irrigation	SMALL POND	MN1_7620_7710	non-tidal	0.000000000000000000000
73056	59245	irrigation	SOUTH RIVER #1	PS2_6490_6420	non-tidal	0.000000000000000000000
73056	59246	irrigation	SOUTH RIVER #2	PS2_6490_6420	non-tidal	0.000000000000000000000
73058	62100	agriculture	VANDEVENDER SPRING	PU0_6080_5620	non-tidal	2.74
73067	60877	irrigation	Nottoway River	MN4_7710_8161	non-tidal	0.106451613
73067	60889	irrigation	POND	MN4_7710_8161	non-tidal	0.206451613
73067	403552	irrigation	Pond-Sussex	MN4_7710_8161	non-tidal	0.000000000000000000000
73068	63048	commercial	13 GOLF COURSE LAKES	JB3_6820_7053	non-tidal	0.009677419
73073	58955	manufacturing	NEW RIVER (PUMP HOUSES 407 AND 408) WTP#1	NR6_7820_7960	non-tidal	52
73075	59776	municipal	RAPIDAN RIVER	RU4_6040_6030	non-tidal	2.999452054794520547945
73076	63122	manufacturing	NORTH FORK SHENANDOAH RIVER	PS2_5560_5100	non-tidal	0.733
73078	58754	irrigation	FARM POND   #5862	OR5_7890_7970	non-tidal	0.000000000000000000000
73082	60761	mining	RUFFINS POND	RL5_6070_0000	tidal	0.667
73084	59383	municipal	4 SPRINGS	TU2_8950_9040	non-tidal	0.308
73090	61604	mining	PIT SUMP	OD3_8520_8621	non-tidal	0.138387097
73093	61579	municipal	POTOMAC RIVER	PM7_4410_4620	non-tidal	21.2
73094	64419	commercial	POND	JA5_7520_0000	tidal	0.007833862761808837581540
73095	60606	municipal	DAN RIVER Raw Water	OD5_8900_8770	non-tidal	112
73096	64268	manufacturing	JAMES RIVER	JB0_7074_0000	tidal	5.003424658
73097	65186	municipal	NI RIVER RESERVOIR	YM2_6120_6430_ni_reservoir	non-tidal	8.06
73107	60784	commercial	COURSE LAKE	JB0_7660_0000	tidal	0.00000000000000000000
73109	59878	municipal	SPRING	OR3_7740_8271	non-tidal	0.186
73110	60622	municipal	NEW RIVER	NR6_7820_7960	non-tidal	446
73112	59777	municipal	ROANOKE RIVER	OR2_7900_7740	non-tidal	12
73112	62215	municipal	SALEM OLD WTP 1  ROANOKE RIVER	OR2_7900_7740	non-tidal	4.166774194
73120	61596	municipal	WESTERN BRANCH RESERVOIR	JB2_7800_0001	non-tidal	78.4
73122	60771	irrigation	North River	PS2_6660_6490	non-tidal	0.00000000000000000000
73122	62086	irrigation	South Fork Shenandoah River	PS2_6660_6490	non-tidal	0.00000000000000000000
73125	60946	municipal	MEHERRIN RIVER	MN3_8190_8260	non-tidal	2.1
73125	63943	municipal	ROANOKE RIVER - LAKE GASTON	OR7_8490_0000	non-tidal	5.01369863013698630137
73126	59911	municipal	BLACKWATER RIVER	MN4_8080_8110	non-tidal	130
73127	60716	fossilpower	SOUTH BRANCH ELIZABETH RIVER	JB0_7580_0000	tidal	633.6
73130	63175	irrigation	NORTH FORK SHENANDOAH RIVER	PS2_5560_5100	non-tidal	0.353225806
73133	59132	manufacturing	BAKER SPRING	PS2_6660_6490	non-tidal	4.996774194
73133	60565	manufacturing	SOUTH RIVER	PS2_6660_6490	non-tidal	9.529
73137	62027	irrigation	POND	EL0_6191_0000	tidal	0.00000000000000000000
73139	60288	irrigation	MATTAPONI RIVER	YM0_6622_0000	tidal	0.080645161
73140	58866	commercial	LAKE MONACAN	JL1_6770_6850	non-tidal	3.02
73140	60584	commercial	STONEY CREEK	JL1_6770_6850	non-tidal	1.431225806
73140	62833	commercial	STONEY CREEK	JL1_6770_6850	non-tidal	1.270516129
73142	59768	mining	SF SHENANDOAH RIVER	PS4_5840_5240	non-tidal	0.00000000000000000000
73151	62032	manufacturing	JOHN H KERR RESERVOIR	OR7_8470_8490	non-tidal	4.948387097
73152	63972	agriculture	SPRING	JU3_6640_6790	non-tidal	0.000000000000000000000
73154	58838	mining	SWIFT CREEK	JA2_7290_0001	non-tidal	0.00000000000000000000
73154	62268	mining	SETTLING POND	JA2_7290_0001	non-tidal	1.316129032
73156	61548	commercial	RESERVOIR	PS0_6150_6160	non-tidal	0.257
73158	58841	irrigation	DUG POND located @ Margie Hawkins property,22117 Courthouse Rd	MN2_7830_7950	non-tidal	0.00000000000000000000
73158	63899	irrigation	FARM POND located at Margie Hawkins property, 22503 Courthouse Rd	MN2_7830_7950	non-tidal	0.00000000000000000000
73159	58940	municipal	NORTH RIVER	PS3_5990_6161	non-tidal	4.25853356359375270784
73159	61601	municipal	DRY RIVER	PS3_5990_6161	non-tidal	4.39352123092679523737
73159	459353	municipal	South Fork Intake	PS4_5840_5240	non-tidal	0.00000000000000000000
73163	59886	agriculture	Cockran Spring	PS3_6460_6230	non-tidal	0.000000000000000000000
73167	60253	irrigation	PAMUNKEY R - 140 A  VEGETABLES	YP4_6750_0001	non-tidal	0.154121775025799793600960
73167	60355	irrigation	PAMUNKEY R - 70 A  VEGETABLES	YP5_6780_0000	tidal	0.085217750257997936017920
73167	60522	irrigation	PAMUNKEY RIVER	YP4_6750_0001	non-tidal	0.124875128998968008256960
73167	401934	irrigation	King William Side of Pamunkey	YP5_6780_0000	tidal	0.051785345717234262124160
73170	59912	fossilpower	POTOMAC RIVER	PL0_5496_0000	tidal	348.2383562
73172	64216	municipal	BEAVERDAM CR RES - FALLING CR                            	OR4_8271_8120	non-tidal	1.516
73180	58786	commercial	POND	PS0_6160_6161	non-tidal	0.000000000000000000000
73182	60394	manufacturing	JAMES RIVER	JL6_7160_7440	non-tidal	40
73183	58755	fossilpower	FARRAR GUT DUST CONTROL	JB0_7073_0000	tidal	0.0000000000000000000000000000
73183	58760	fossilpower	JAMES R WATER TREATMENT PLANT	JB0_7073_0000	tidal	4.3
73183	59000	fossilpower	JAMES RIVER UNIT #8 INTAKE	JB0_7073_0000	tidal	106
73183	59001	fossilpower	JAMES RIVER UNIT #4 INTAKE	JB0_7073_0000	tidal	115
73183	59002	fossilpower	JAMES RIVER UNIT #5 INTAKE	JB0_7073_0000	tidal	955.3870323
73183	60368	fossilpower	JAMES RIVER UNIT #3 INTAKE	JB0_7073_0000	tidal	89.4516129
73183	60371	fossilpower	JAMES RIVER UNIT #7 INTAKE	JB0_7073_0000	tidal	106
73183	65250	fossilpower	JAMES RIVER UNIT #6 INTAKE	JB0_7073_0000	tidal	432.2580645
73186	61567	municipal	SWIFT CREEK RESERVOIR	JA2_7290_0001	non-tidal	21.6
73195	59179	manufacturing	FALLING RIVER	OR2_7840_7970	non-tidal	3.5
73199	62061	commercial	POND	JB3_7053_0001	non-tidal	0.08493150684931506849
73200	59889	commercial	LAKESIDE LAKE	JB3_6820_7053	non-tidal	0.08219178082191780822
73202	64480	manufacturing	JAMES RIVER	JL6_7440_7430	non-tidal	3.209354839
73212	65304	municipal	COYNER SPRINGS	PS2_6660_6490	non-tidal	2.177419355
