"MP_hydroid","Hydrocode","Source_Type","MP.Name","Facility_hydroid","Facility","Use_Type","Latitude","Longitude","FIPS","Locality_NA","OWS.Planner","X2017","X2018","X2019","X2020","X2021","fiveyr_avg_mgy","Locality","GW_type","SW_Type"
63600,"vwuds_B5665","Surface Water","FARM POND",71919,"William Bain Farms @ Durwood Bain Farm","Irrigation",0.1,0,51053,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Dinwiddie County",NA,1
63601,"vwuds_B5682","Groundwater","WELL",71826,"Jenkins Florist Inc","Irrigation",0.1,0,51033,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Caroline County",1,NA
63602,"vwuds_B5657","Surface Water","FARM POND 1",72104,"Richard Avery","Irrigation",0.1,0,51053,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Dinwiddie County",NA,1
63603,"vwuds_E5783","Surface Water","FARM POND NO.5",72729,"Eugene Edmonds","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63605,"vwuds_F5280","Groundwater","RECHARGE WELL",67020,"Van Kesteren Farms Incorporated","Irrigation",99,-99,51001,NA,"rgreen",0,0,NA,NA,NA,0,"Accomack County",1,NA
63606,"vwuds_D5723","Surface Water","FARM POND 1",72951,"Hawkins Brothers Farm","Irrigation",0.1,0,51031,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Campbell County",NA,1
63607,"vwuds_A5853","Groundwater","WELL #1",71801,"Johnson Farm","Irrigation",0.1,1,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
63608,"vwuds_G0046","Groundwater","DINWIDDE CO ADMINISTRATION",448793,"Previously Sydnor - Small Well Systems","Municipal",37.07979,-77.58641,51760,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Richmond",1,NA
63610,"vwuds_F5197","Surface Water","FARM POND TOLBERT",74280,"Charles West","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",NA,1
63611,"vwuds_F5202","Surface Water","YAROS FARMS - NATURE CONSER.",72380,"Yaros Farms Inc","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",NA,1
63612,"vwuds_C5257","Groundwater","DUG POND",72375,"Silver Leaf Farms","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",1,NA
63614,"vwuds_C5825","Groundwater","WELL",73883,"Xscapes Landscape Nursery","Irrigation",0.1,0,51059,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Fairfax County",1,NA
63615,"vwuds_B5207","Groundwater","WELL #2",66918,"Barry D Knight Hog Farm","Agriculture",0.1,0.1,51810,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Virginia Beach",1,NA
63616,"vwuds_B5222","Groundwater","WELL #2",67279,"Perkins Farm","Agriculture",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",1,NA
63617,"vwuds_B5231","Groundwater","WELL #1",67078,"Adams Ross","Agriculture",0.1,0,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
63618,"vwuds_C5324","Groundwater","WELL #2",66897,"Bennetts Creek Wholesale Nursery","Irrigation",0.1,0,51800,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Suffolk",1,NA
63620,"vwuds_B5872","Surface Water","NORTH ANNA RIVER - FP 9,10,11",72225,"Fall Point Farm","Irrigation",0.1,0,51033,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Caroline County",NA,1
63621,"vwuds_C5259","Surface Water","MELSON POND",71718,"Lloyd A Outten Jr","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",NA,1
63623,"vwuds_E5246","Surface Water","FARM POND 1     GLEBE-NORTH",73926,"Cherokee Point Farms","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",NA,1
63624,"vwuds_C5329","Groundwater","FL DAVIS POND",66995,"Davis Farm","Agriculture",36.765,-77.08805,51175,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Southampton County",1,NA
63626,"vwuds_A5001","Groundwater","WELL - 7 WINDS",71937,"Ticonderoga Farms","Irrigation",38.89393,-77.52922,51059,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Fairfax County",1,NA
63627,"vwuds_390047077171301","Groundwater","BACK 9 WELL",73567,"River Bend Country Club","Commercial",39.01306,-77.28694,51059,NA,"hsomers",0,0,NA,0,0,0,"Fairfax County",1,NA
63631,"vwuds_D5144","Surface Water","PAMUNKEY RIVER LH 25  P-2 (formerly p3)",73438,"Horseshoe Farm","Irrigation",0.1,0,51085,NA,"hsomers",18.413,6.444,7.47,0,NA,8.08,"Hanover County",NA,1
63632,"vwuds_374947076170101","Groundwater","WELL #1",72266,"Reedville Plant","Manufacturing",37.82972,-76.28361,51133,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Northumberland County",1,NA
63633,"vwuds_374530078157802","Groundwater","RUXTON HEALTH",72625,"Fork Union Service Area","Municipal",37.75833,-78.27167,51065,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Fluvanna County",1,NA
63634,"vwuds_E5022","Groundwater","UPPER PLACE WELL #1     330'",67341,"Lake Packing Company, Inc.- Processing","Manufacturing",37.97271,-76.47054,51133,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Northumberland County",1,NA
63635,"vwuds_374352075353101","Surface Water","POND #1",72805,"Byrd Farm","Irrigation",37.73111,-75.59194,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",NA,1
63636,"vwuds_371125078102802","Groundwater","WELL #2",74178,"Piedmont Geriatric Hospital","Commercial",37.1925,-78.175,51135,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Nottoway County",1,NA
63637,"vwuds_364050079210901","Groundwater","KADESH WELL",72757,"Kadesh Service Area","Municipal",36.68056,-79.3525,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",1,NA
63638,"vwuds_R0046","Groundwater","JACKSON CREEK CONDOS",71570,"Sydnor - Small Well Systems","Municipal",0.1,0,51760,NA,"rgreen",0.91448,1.00557,0.38869,0.86277,NA,0.79,"City of Richmond",1,NA
63639,"vwuds_A5568","Surface Water","FARM POND",71984,"J Betterton","Irrigation",37.13405,-79.51904,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63640,"vwuds_B5710","Surface Water","FARM POND 2",72963,"Octagon Berry Farm","Irrigation",0.1,0,51101,NA,"hsomers",NA,NA,NA,NA,NA,NA,"King William County",NA,1
63641,"vwuds_F5547","Surface Water","FARM POND 6",73239,"J H Williams","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63645,"vwuds_380800076424501","Groundwater","BUSHFIELD WELL",73796,"Bushfield Service Area","Municipal",38.13333,-76.7125,51193,NA,"hsomers",0.98962,0.87646,0.97462,1.13795,NA,0.99,"Westmoreland County",1,NA
63646,"vwuds_BT2246","Groundwater","RYAN WELL #1",73830,"Small Systems","Municipal",38.877,-78.59893,51085,NA,"hsomers",0.27924,0.19261,0,0.01695,NA,0.12,"Hanover County",1,NA
63647,"vwuds_380708078123703","Groundwater","NEW PROCESS WELL #2",72465,"Gordonsville Plant","Manufacturing",38.11889,-78.21028,51109,NA,"hsomers",11.945,8.033,NA,NA,NA,9.99,"Louisa County",1,NA
63648,"vwuds_380708078123702","Groundwater","NEW PROCESS WELL #1",72465,"Gordonsville Plant","Manufacturing",38.11889,-78.21028,51109,NA,"hsomers",7.683,10.397,NA,NA,NA,9.04,"Louisa County",1,NA
63650,"vwuds_B5878","Surface Water","RAPPAHANNOCK R - Camden Rd (fomerly CF 18,20)",72028,"Johnny Davis","Irrigation",38.16444,-77.16083,51033,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Caroline County",NA,1
63651,"vwuds_A5766","Surface Water","FARM POND",73864,"Floyd A Holley","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63652,"vwuds_364308078174001","Surface Water","LONG BR RESERVOIR",74172,"Baskerville Correctional Unit","Commercial",36.71889,-78.29444,51117,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Mecklenburg County",NA,1
63654,"vwuds_F5469","Surface Water","FARM POND 6",74305,"J L Walker","Irrigation",0.1,0,51067,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Franklin County",NA,1
63655,"vwuds_C5469","Surface Water","FARM POND 3",74305,"J L Walker","Irrigation",0.1,0,51067,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Franklin County",NA,1
63658,"vwuds_375414078530101","Groundwater","WELL #24",73392,"Stoney Creek Village","Municipal",37.90389,-78.88361,51125,NA,"gmahadwar",7.74,8.21616,9.384,6.684,5.031,7.41,"Nelson County",1,NA
63662,"vwuds_A5671","Surface Water","HATCHERS RUN",72115,"Tony Valenta","Irrigation",37.13076,-77.50669,51053,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Dinwiddie County",NA,1
63663,"vwuds_381421077175201","Surface Water","RAPPAHANNOCK RIVER PUMP #4",74063,"Black Marsh Farm","Irrigation",38.22929,-77.29495,51033,NA,"hsomers",31.81,8.38,60.17,23.38,71.5,39.05,"Caroline County",NA,1
63664,"vwuds_365131077102301","Groundwater","DEEP WELL",71823,"Garland Gray Forestry Center","Irrigation",36.85861,-77.17306,51183,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Sussex County",1,NA
63665,"vwuds_381940079291001","Groundwater","WELLS",74329,"Mcdowell Service Area","Municipal",38.32778,-79.48611,51091,NA,"gmahadwar",4.7273,3.4077,2.8928,3.1581,3.2744,3.49,"Highland County",1,NA
63666,"vwuds_373032077110701","Groundwater","MARKET PLACE WELL winn dixie",66993,"Five Lakes Subdivision","Municipal",37.50889,-77.18528,51127,NA,"rgreen",NA,NA,NA,NA,NA,NA,"New Kent County",1,NA
63667,"vwuds_364328079570801","Groundwater","WELL #1",71944,"Fieldale Plant","Manufacturing",36.72444,-79.95222,51089,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Henry County",1,NA
63668,"vwuds_375512075434802","Groundwater","WELL #3",71868,"Saxis Plant","Manufacturing",37.92,-75.73,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
63670,"vwuds_385235078373501","Groundwater","WELL #1",72381,"Edinburg Plant","Manufacturing",38.87675,-78.6264,51171,NA,"gmahadwar",0.4026,0.3432,0,0,6.621252,1.47,"Shenandoah County",1,NA
63671,"vwuds_385720077210001","Surface Water","PRIVATE LAKE",74183,"Reston Plant","Manufacturing",38.95556,-77.35,51059,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Fairfax County",NA,1
63674,"vwuds_A5339","Surface Water","FARM POND",73703,"David Salmons","Irrigation",0.1,0,51810,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Virginia Beach",NA,1
63675,"vwuds_M0046","Groundwater","FOOD LION - DINWIDDE",71570,"Sydnor - Small Well Systems","Municipal",0.1,0,51760,NA,"rgreen",0.3641619,0.411938,0.35374,0.433839,NA,0.39,"City of Richmond",1,NA
63676,"vwuds_384516077364801","Surface Water","BROAD RUN NEAR GAINESVILLE",72987,"Dutchland Farm Inc","Irrigation",38.75444,-77.61333,51153,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Prince William County",NA,1
63677,"vwuds_385147077023401","Groundwater","WELL #1",72877,"Arlington Plt","Manufacturing",38.86306,-77.04278,51013,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Arlington County",1,NA
63678,"vwuds_A5191","Groundwater","DUG POND 1   30 ACRE FIELD",71979,"George H Lovell","Irrigation",0.1,0,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
63679,"vwuds_A5675","Surface Water","FARM POND 3 #6791",73009,"Seven Springs Farms Inc","Irrigation",0.1,0,51111,NA,"rgreen",NA,0,0,NA,0,0,"Lunenburg County",NA,1
63680,"vwuds_371420079525301","Groundwater","DELANEY COURT WELL",72670,"Delany Court Service Area","Municipal",37.23889,-79.88139,51161,NA,"trevor.lawson@d...",2.656,0.937,NA,0,0,0.9,"Roanoke County",1,NA
63681,"vwuds_375610077292001","Groundwater","WELL #1 DAYS INN #2",74449,"Caroline County Utility System","Municipal",37.93361,-77.47722,51033,NA,"hsomers",36.784,43.3898,46.4776,55.141,70.0621,50.37,"Caroline County",1,NA
63684,"vwuds_371417076005401","Surface Water","Lake 9",72555,"Bay Creek Resort & Club","Commercial",37.23811,-76.01491,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",NA,1
63686,"vwuds_374442077393804","Groundwater","MISSIONARY LEARNING CTR  #4",71570,"Sydnor - Small Well Systems","Municipal",37.745,-77.66056,51760,NA,"rgreen",2.6893,2.0728,2.5556,1.0502,1.0338,1.88,"City of Richmond",1,NA
63687,"vwuds_365505077340701","Surface Water","BARNES POND",74405,"Hickory Concentrator Site","Mining",36.91806,-77.56861,51053,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Dinwiddie County",NA,1
63688,"vwuds_384702077283401","Groundwater","WELL #9",74431,"Manassas Park Service Area","Municipal",38.78472,-77.47611,51685,NA,"hsomers",NA,NA,NA,NA,NA,NA,"City of Manassas Park",1,NA
63690,"vwuds_A5527","Surface Water","FARM POND",72799,"Dillard H Finch Iii","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63691,"vwuds_A5504","Surface Water","MIDDLE RIVER",72264,"Dairy And Beef Farm","Irrigation",38.23182,-78.89764,51015,NA,"gmahadwar",NA,0,0,NA,4.48,1.49,"Augusta County",NA,1
63692,"vwuds_mp7785","Groundwater",NA,67325,"Greenbrier Farms Nursery","Agriculture",36.64825,-76.22547,51550,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Chesapeake",1,NA
63693,"vwuds_372051079530701","Groundwater","WELL #3",74151,"Orchard Appletree Botetourt E","Municipal",37.3475,-79.88528,51161,NA,"trevor.lawson@d...",NA,NA,NA,0,NA,0,"Roanoke County",1,NA
63694,"vwuds_372014079524901","Groundwater","WELL #2",74151,"Orchard Appletree Botetourt E","Municipal",37.33722,-79.88028,51161,NA,"trevor.lawson@d...",NA,NA,NA,0,NA,0,"Roanoke County",1,NA
63695,"vwuds_371427079550601","Groundwater","HAMPDEN HILLS WELL #1",74161,"Hampden Hills Service Area","Municipal",37.24083,-79.91833,51161,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Roanoke County",1,NA
63696,"vwuds_371502080024401","Groundwater","HIDDEN VALLEY WELL #9",73609,"Hidden Valley Service Area","Municipal",37.25056,-80.04556,51161,NA,"trevor.lawson@d...",NA,NA,NA,0,0,0,"Roanoke County",1,NA
63697,"vwuds_A5242","Groundwater","FARM POND",72595,"Tankard Nurseries","Irrigation",0.1,0,51131,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Northampton County",1,NA
63699,"vwuds_380213078385601","Groundwater","WELL #3",73540,"Peacock Hill Subdivision","Municipal",38.03694,-78.64889,51003,NA,"gmahadwar",0,0,0,0,0,0,"Albemarle County",1,NA
63700,"vwuds_371343080011001","Groundwater","CASTLE ROCK WELL #3  LINDA LN",73492,"Castle Rock Service Area","Municipal",37.22861,-80.01944,51161,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Roanoke County",1,NA
63701,"vwuds_371236079575001","Groundwater","CRAIGHEAD UTILITY WELL #5",73476,"Craighead Utility Service Area","Municipal",37.21,-79.96389,51161,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Roanoke County",1,NA
63703,"vwuds_371323076382301","Surface Water","Rhine River Lake",67366,"Kingsmill Resort","Commercial",37.2266,-76.6398,51095,NA,"rgreen",NA,NA,12.35,1.75,12.35,8.82,"James City County",NA,1
63704,"vwuds_371237080010101","Groundwater","ARLINGTON HILLS WELL #3",73664,"Penn Forest Service Area","Municipal",37.21028,-80.01694,51161,NA,"trevor.lawson@d...",NA,NA,NA,0,NA,0,"Roanoke County",1,NA
63706,"vwuds_370928080291601","Groundwater","WELL #1",73646,"Walton Farms Service Area","Municipal",37.15778,-80.48778,51121,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Montgomery County",1,NA
63707,"vwuds_370606079583003","Groundwater","WELL #3",71831,"Boones Mill Service Area","Municipal",37.10167,-79.975,51067,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Franklin County",1,NA
63708,"vwuds_A5122","Surface Water","FARM POND",72216,"Belaire Farm","Irrigation",37.56054,-76.37799,51119,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Middlesex County",NA,1
63714,"vwuds_365433076294701","Groundwater","WELL 161-179",73952,"Independent Service Area","Municipal",36.90917,-76.49639,51800,NA,"rgreen",NA,NA,NA,NA,NA,NA,"City of Suffolk",1,NA
63720,"vwuds_C5497","Surface Water","BROAD RUN NEAR BRISTOW",73615,"Creek Run Farm","Irrigation",0.1,0,51015,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Augusta County",NA,1
63721,"vwuds_363504078082601","Groundwater","WELL #6 (E)",73522,"River Ridge Service Area","Municipal",36.58444,-78.13917,51117,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Mecklenburg County",1,NA
63723,"vwuds_365101081472901","Surface Water","LOCUST COVE MINE DEWATERING",74180,"Plasterco Plant","Manufacturing",0.1,0,51191,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Washington County",NA,1
63725,"vwuds_364647079245601","Groundwater","WELL #2",73201,"Chatham Plant","Manufacturing",36.77972,-79.41556,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",1,NA
63730,"vwuds_371247078373901","Surface Water","SPRING CREEK",74410,"Baker Mountain Plant","Mining",37.21306,-78.6275,51147,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Prince Edward County",NA,1
63731,"vwuds_A5734","Surface Water","FARM POND",72099,"Robert L Seward","Irrigation",0.1,0,51025,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Brunswick County",NA,1
63732,"vwuds_372339080064001","Surface Water","MOUNTAIN SPRING",74340,"Catawba Wtp","Commercial",37.39417,-80.11111,51161,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Roanoke County",NA,1
63733,"vwuds_372211077174602","Surface Water","PIT SUMP",74069,"Curles Neck Plant","Mining",0.1,0,51087,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Henrico County",NA,1
63738,"vwuds_371611079490001","Groundwater","WELL #3",72646,"From Wvwa To Stewartsville","Municipal",37.26972,-79.81667,51019,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Bedford County",1,NA
63740,"vwuds_mp8124","Surface Water","Shenandoah River",72572,"Paulson Farm","Irrigation",38.29882,-78.80415,51165,NA,"gmahadwar",1.675,2.715,17.5,20,41,16.58,"Rockingham County",NA,1
63741,"vwuds_371446080012601","Groundwater","WYNDALE WELL",73491,"Oak Grove Service Area","Municipal",37.24611,-80.02389,51161,NA,"trevor.lawson@d...",NA,NA,NA,0,NA,0,"Roanoke County",1,NA
63742,"vwuds_364514079595003","Groundwater","WELLS",73378,"Longview-Wall St. Service Area","Municipal",36.75389,-79.99722,51089,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Henry County",1,NA
63744,"vwuds_A5608","Surface Water","FARM POND",73208,"Robert D Williams","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63745,"vwuds_371127080234701","Groundwater","RECOVERY WELL #2",74450,"Gw Remediation","Manufacturing",37.1127,-80.2347,51121,NA,"trevor.lawson@d...",3.9,5.76,5.54,6.85,5.76,5.56,"Montgomery County",1,NA
63746,"vwuds_363259078462201","Groundwater","WELL #3",72493,"Virgilina Service Area","Municipal",36.54972,-78.77278,51083,NA,"trevor.lawson@d...",0.2538,0.73829,0,0,0,0.2,"Halifax County",1,NA
63747,"vwuds_370643080282901","Groundwater","WELL #3 WOODVIEW SUBDIV WELL",72552,"Bethel Service Area","Municipal",37.11194,-80.47472,51121,NA,"trevor.lawson@d...",NA,NA,1.2633,1.166,1.292,1.24,"Montgomery County",1,NA
63748,"vwuds_363234078463901","Groundwater","WELL #4",72493,"Virgilina Service Area","Municipal",36.54278,-78.77278,51083,NA,"trevor.lawson@d...",1.1178,1.26603,1.3354,1.44357,1.408,1.31,"Halifax County",1,NA
63750,"vwuds_365252076094001","Groundwater","WELL P-3    HOLE 8",67274,"Cypress Point Country Club","Commercial",36.88111,-76.16111,51810,NA,"rgreen",0,0,NA,NA,NA,0,"City of Virginia Beach",1,NA
63751,"vwuds_390321078045101","Groundwater","WELL",72909,"Mercer Vu-White Post Dairy","Agriculture",39.05583,-78.08083,51043,NA,"gmahadwar",22.428,NA,NA,NA,NA,22.43,"Clarke County",1,NA
63752,"vwuds_G5678","Surface Water","FARM POND 2    FARM #1357",72119,"James N Adams","Irrigation",0.1,0,51111,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Lunenburg County",NA,1
63753,"vwuds_380716077370201","Groundwater","WELL #1",72137,"Berkeley Elementary School","Commercial",38.12111,-77.61722,51177,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Spotsylvania County",1,NA
63754,"vwuds_380455078292001","Groundwater","WELL #1",73043,"Townwood Park","Municipal",38.08194,-78.48889,51003,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Albemarle County",1,NA
63755,"vwuds_380456078292201","Groundwater","WELL #3",73043,"Townwood Park","Municipal",38.08222,-78.48944,51003,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Albemarle County",1,NA
63757,"vwuds_A5290","Groundwater","DUG POND",72485,"Cullen Farms Inc","Irrigation",0.1,0,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",1,NA
63758,"vwuds_A5545","Surface Water","FARM POND",74299,"Jesse Earle Owen","Irrigation",0.1,0,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63759,"vwuds_373930079190001","Surface Water","FARM POND",72865,"Burnell B. Williams","Irrigation",36.67189,-79.31862,51143,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Pittsylvania County",NA,1
63760,"vwuds_B5165","Surface Water","MATTAPONI RIVER  165 ACRES",72477,"Enfield Sod - Enfield Farm","Irrigation",37.72452,-77.00615,51101,NA,"hsomers",NA,NA,NA,NA,NA,NA,"King William County",NA,1
63761,"vwuds_A5728","Surface Water","PASS RUN",73132,"S & S Growers","Irrigation",0.1,0,51139,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Page County",NA,1
63763,"vwuds_364341079570601","Groundwater","WELL #3",71944,"Fieldale Plant","Manufacturing",36.72806,-79.95167,51089,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Henry County",1,NA
63764,"vwuds_A5664","Groundwater","DUG POND",72940,"William Bain Farms @Julia Jones Farm","Irrigation",36.96155,-77.57083,51053,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Dinwiddie County",1,NA
63765,"vwuds_365759082500301","Groundwater","WELL #2",73622,"Roda Tipple","Mining",36.96639,-82.83417,51195,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Wise County",1,NA
63766,"vwuds_381250078282301","Surface Water","MIDDLE RIVER",72379,"Joe B Andes","Irrigation",38.21389,-78.47306,51015,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Augusta County",NA,1
63767,"vwuds_365555080163702","Groundwater","WELL #2  600'  POOL",72699,"Great Oaks Country Club","Commercial",36.93194,-80.27694,51063,NA,"trevor.lawson@d...",0.34,0.34525,0.3544,0.354,0.346,0.35,"Floyd County",1,NA
63768,"vwuds_372652077274401","Surface Water","LAKE MEADOWBROOK",72450,"Lake Meadowbrook","Commercial",37.44778,-77.46222,51041,NA,"rgreen",17.776,11.625,25.62,6.08,NA,15.28,"Chesterfield County",NA,1
63769,"vwuds_375348076154101","Groundwater","WELL #21",71808,"Jetty's Reach","Municipal",37.89667,-76.26139,51133,NA,"hsomers",0.67,0.73,0.77,0.9,1.01,0.82,"Northumberland County",1,NA
63771,"vwuds_385427077401502","Groundwater","WELL #13",74341,"Bull Run Service Area","Municipal",38.9075,-77.67083,51153,NA,"hsomers",0.424,0.325,0.714,0.513,0.267,0.45,"Prince William County",1,NA
63772,"vwuds_381441077145101","Surface Water","RAPPAHANNOCK RIVER PUMP #2",74063,"Black Marsh Farm","Irrigation",38.24494,-77.24627,51033,NA,"hsomers",57.02,12.16,63.89,44.58,69.51,49.43,"Caroline County",NA,1
63774,"vwuds_374616075342401","Surface Water","LARGE POND",67135,"Mutton Hunk Fen Natural Area Preserve","Agriculture",37.77111,-75.57333,51001,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Accomack County",NA,1
63775,"vwuds_A5678","Surface Water","FARM POND 1    FARM #1426",72119,"James N Adams","Irrigation",0.1,0,51111,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Lunenburg County",NA,1
63776,"vwuds_373614077544503","Groundwater","TILMANS FARM  WELL#3",71570,"Sydnor - Small Well Systems","Municipal",37.60389,-77.9125,51760,NA,"rgreen",1.7117,2.108,4.6688,4.77566,6.142,3.88,"City of Richmond",1,NA
63777,"vwuds_364152078055302","Groundwater","WELL #4",73405,"Lacrosse Service Area","Municipal",36.69583,-78.09444,51117,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Mecklenburg County",1,NA
63779,"vwuds_373738077240407","Groundwater","WELL #7 ROCK WELL",67123,"Mechanicsville Plant","Commercial",0.1,0,51085,NA,"hsomers",NA,NA,NA,NA,NA,NA,"Hanover County",1,NA
63780,"vwuds_363856079515901","Groundwater","PLANT WELL #11",71607,"Martinsville","Manufacturing",36.64889,-79.86639,51089,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Henry County",1,NA
63781,"vwuds_372740076370301","Surface Water","POPLAR SPRING BRANCH",73444,"Gloucester Plant","Mining",37.46111,-76.6175,51075,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Goochland County",NA,1
63782,"vwuds_372740077275501","Surface Water","FALLING CREEK RESERVOIR",74215,"Falling Creek Wtp","Municipal",37.46111,-77.46528,51041,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Chesterfield County",NA,1
63783,"vwuds_A5095","Surface Water","MEADOW RUN",74055,"Meadow Run Dairy Inc","Irrigation",38.16347,-78.9,51015,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Augusta County",NA,1
63784,"vwuds_mp7759","Surface Water","POND 1",73391,"Poplar Grove Golf Course","Commercial",37.54896,-79.05294,51009,NA,"gmahadwar",NA,NA,NA,NA,NA,NA,"Amherst County",NA,1
63785,"vwuds_A5670","Surface Water","FARM POND",72106,"L O Phillips","Irrigation",0.1,0,51053,NA,"rgreen",NA,NA,NA,NA,NA,NA,"Dinwiddie County",NA,1
63786,"vwuds_A5739","Surface Water","POND ?????",72082,"Alan Hudson","Irrigation",36.6216,-78.77951,51083,NA,"trevor.lawson@d...",NA,NA,NA,NA,NA,NA,"Halifax County",NA,1
