"MP_hydroid","Hydrocode","Source Type","MP_name","Year","Water Use MGY","Water Use (MGD)","MPID","DEQ Well Number","MP_latitude","MP_longitude","facility_hydroid","facility_name","facility_status","facility_use_type","FIPS_code","locality"
"60513","vwuds_G5202","Surface Water Intake","YAROS FARMS - PROTINCK  FARM","2020","3","0.01","G5202","","0.100000000000","0.000000000000","72380","YAROS FARMS INC","active","irrigation","51131","Northampton"
"60514","vwuds_374930077253201","Surface Water Intake","NORTH ANNA RIVER","2020","10","0.03","374930077253201","","37.833695596719","-77.427395369786","74438","ASHLAND PLANT","active","manufacturing","51033","Caroline"
"60515","vwuds_374534079494701","Well","WELL #2","2020","0.31508","0.00","374534079494701","","37.759444444400","-79.829722222200","72984","GLEN WILTON ","active","municipal","51023","Botetourt"
"60516","vwuds_384402077460201","Well","CEDAR RUN II WELL","2020","4.95094","0.01","384402077460201","","38.733888888900","-77.767222222200","74025","NEW BALTIMORE REGIONAL","active","municipal","51061","Fauquier"
"60517","vwuds_373058078535001","Surface Water Intake","JAMES RIVER","2020","2263.86","6.20","373058078535001","","37.517500000000","-78.898333000000","73406","RIVERVILLE MILL WTP","active","manufacturing","51009","Amherst"
"60518","vwuds_383931077380001","Well","CATLETT WELL #2","2020","2.119293","0.01","383931077380001","","38.658611111100","-77.633333333300","71656","CATLETT SYSTEM","active","municipal","51061","Fauquier"
"60519","vwuds_E5202","Surface Water Intake","YAROS FARMS - CURLING  FARM","2020","6","0.02","E5202","","0.100000000000","0.000000000000","72380","YAROS FARMS INC","active","irrigation","51131","Northampton"
"60520","vwuds_390322077313501","Surface Water Intake","GOOSE CREEK RESERVOIR","2020","0","0.00","390322077313501","","39.056111111100","-77.526388888900","401262","Potomac River Water Supply Project (Central System)","active","municipal","51107","Loudoun"
"60522","vwuds_374113077134201","Surface Water Intake","PAMUNKEY RIVER","2020","5.4","0.01","374113077134201","","37.686944444400","-77.228333333300","73167","KIRBY FARMS LLC","active","irrigation","51085","Hanover"
"60527","vwuds_383221077472202","Well","THE MEADOWS WELL #2","2020","7.0503","0.02","383221077472202","","38.539166666700","-77.789444444400","71646","INDEPENDENT WELLS","active","municipal","51061","Fauquier"
"60528","vwuds_384009077514901","Well","TURNBULL WELL","2020","1.951","0.01","384009077514901","","38.669166666700","-77.863611111100","71646","INDEPENDENT WELLS","active","municipal","51061","Fauquier"
"60529","vwuds_383221077472201","Well","THE MEADOWS WELL #1","2020","4.9471","0.01","383221077472201","","38.539166666700","-77.789444444400","71646","INDEPENDENT WELLS","active","municipal","51061","Fauquier"
"60530","vwuds_381037076530701","Well","WELL #11","2020","0.37","0.00","381037076530701","","38.176944444400","-76.885277777800","72092","DRIFTWOOD BEACH SERVICE AREA","active","municipal","51193","Westmoreland"
"60531","vwuds_384451077440401","Well","MOSBY WOODS WELL","2020","12.9629","0.04","384451077440401","","38.747500000000","-77.734444444400","74025","NEW BALTIMORE REGIONAL","active","municipal","51061","Fauquier"
"60532","vwuds_384352077445501","Well","TERRANOVA WELL","2020","26.0171","0.07","384352077445501","","38.731111111100","-77.748611111100","74025","NEW BALTIMORE REGIONAL","active","municipal","51061","Fauquier"
"60533","vwuds_375130076214501","Well","WELL 1A","2020","1.66484","0.00","375130076214501","","37.858333333300","-76.362500000000","73628","GLEBE POINT SERVICE AREA","active","municipal","51133","Northumberland"
"60534","vwuds_383904077380801","Well","CATLETT WELL #1","2020","3.0249","0.01","383904077380801","","38.651111111100","-77.635555555600","71656","CATLETT SYSTEM","active","municipal","51061","Fauquier"
"60539","vwuds_383516077455201","Well","MILLER SCHOOL WELL","2020","36.397236","0.10","383516077455201","","38.587777777800","-77.764444444400","72504","BEALETON REGIONAL WATER SYSTEM","active","municipal","51061","Fauquier"
"60540","vwuds_390032077571002","Well","PARIS WELL #2","2020","1.1004","0.00","390032077571002","","39.008888888900","-77.952777777800","74333","PARIS SERVICE AREA","active","municipal","51061","Fauquier"
"60544","vwuds_371138078124501","Well","WELL #1","2020","1.64","0.00","371138078124501","","37.193888888900","-78.212500000000","72112","BURKEVILLE SERVICE AREA","active","municipal","51135","Nottoway"
"60547","vwuds_385115077514001","Well","SALEM WELL #4","2020","14.8465","0.04","385115077514001","","38.883333333300","-77.855555555600","74453","MARSHALL SERVICE AREA","active","municipal","51061","Fauquier"
"60548","vwuds_372130079064702","Well","SHOP WELL","2020","1.28","0.00","372130079064702","","37.358333333300","-79.113055555600","73440","BENNIES RENTALS SHOP & MOTEL","active","commercial","51031","Campbell"
"60550","vwuds_382418078430701","Well","WELL #20","2020","7.638","0.02","382418078430701","","38.410499000000","-78.749033202800","73512","MASSANUTTEN SERVICE AREA","active","municipal","51165","Rockingham"
"60551","vwuds_381343077130001","Surface Water Intake","RAPPAHANNOCK RIVER","2020","440.57","1.21","381343077130001","","38.228611111100","-77.216666666700","74328","RAPPAHANNOCK FARMS Sand & Gravel ","active","mining","51099","King George"
"60555","vwuds_364042076545801","Surface Water Intake","BLACKWATER RIVER","2020","877.65","2.40","364042076545801","","36.678333333300","-76.916111111100","67380","International Paper Franklin Mill","active","manufacturing","51093","Isle of Wight"
"60571","vwuds_D5278","Well","DUG POND FARLOW","2020","11.2","0.03","D5278","","37.994298700000","-75.576274000000","72807","W.T. HOLLAND & SONS, INC","active","irrigation","51001","Accomack"
"60573","vwuds_374356077085201","Well","WELL #32     MARLE HILL SEC 3","2020","2.48","0.01","374356077085201","","37.732222222200","-77.147777777800","72133","MARLE HILL SERVICE AREA","active","municipal","51101","King William"
"60574","vwuds_380353076434701","Well","WELL #30   FIELD","2020","1.18","0.00","380353076434701","","38.064722222200","-76.729722222200","72124","OLD PROSPECT LANDING","active","municipal","51193","Westmoreland"
"60577","vwuds_372922079525701","Well","WELL #1","2020","6.940466","0.02","372922079525701","","37.489444444400","-79.882500000000","71688","FINCASTLE SERVICE AREA","active","municipal","51023","Botetourt"
"60581","vwuds_371627080073701","Well","WELL #1   BOILER","2020","0","0.00","371627080073701","","37.273737000000","-80.127576000000","73740","GLENVAR PLANT","active","manufacturing","51161","Roanoke County"
"60582","vwuds_371941079083503","Well","MOUNTAIN REST ESTATES WELL #2","2020","1.197","0.00","371941079083503","","37.328055555600","-78.143055555600","73440","BENNIES RENTALS SHOP & MOTEL","active","commercial","51031","Campbell"
"60583","vwuds_375414078530102","Well","WELL #22","2020","4.948","0.01","375414078530102","","37.903888888900","-78.883611111100","73392","Stoney Creek Village","active","municipal","51125","Nelson"
"60584","vwuds_375445078551001","Surface Water Intake","STONEY CREEK","2020","189.8","0.52","375445078551001","","37.912500000000","-78.919444444400","73140","Lake Monacan-Stoney Creek (Wintergreen)","active","commercial","51125","Nelson"
"60586","vwuds_374530076430801","Well","WELL #27    STORAGE TANK","2020","1.43","0.00","374530076430801","","37.758333333300","-76.718888888900","72160","SOUTH HILL BANKS SERVICE AREA","active","municipal","51057","Essex"
"60587","vwuds_364623080155601","Surface Water Intake","JACKS CREEK","2020","20.1754","0.06","364623080155601","","36.773454422170","-80.265562516543","73422","WOOLWINE PLANT","active","manufacturing","51141","Patrick"
"60588","vwuds_380250076395501","Well","WELL #15","2020","0.4","0.00","380250076395501","","38.047222222200","-76.665277777800","71712","ADAMS GROVE SERVICE AREA","active","municipal","51193","Westmoreland"
"60590","vwuds_374403079015801","Well","HAREWOOD SHOP WELL","2020","0.27","0.00","374403079015801","","37.734166666700","-79.032777777800","73414","SAUNDERS BROTHERS, INC.","active","irrigation","51125","Nelson"
"60591","vwuds_381429077173601","Surface Water Intake","RAPPAHANNOCK RIVER","2020","37.076","0.10","381429077173601","","38.242791000000","-77.293549000000","67174","Birchwood Power Facility","active","fossilpower","51099","King George"
"60592","vwuds_374814077330101","Surface Water Intake","RT 54 POND PIPE SITE 3","2020","10.02","0.03","374814077330101","","37.803888888900","-77.550277777800","72476","Brookmeade Sod Farm, Inc. ","active","irrigation","51085","Hanover"
"60593","vwuds_383132077484201","Surface Water Intake","RAPPAHANNOCK R - SUMERDUCK RD (Tharpe Farms)","2020","0","0.00","383132077484201","","38.525555555600","-77.811666666700","74110","WOODWARD TURF FARMS","active","irrigation","51047","Culpeper"
"60602","vwuds_390557078133001","Surface Water Intake","STEPHENS CITY QUARRIES","2020","1051.247","2.88","390557078133001","","39.099166666700","-78.225000000000","72449","FREDERICK COUNTY SANITATION AUTHORITY","active","municipal","51069","Frederick"
"60605","vwuds_381504077011501","Well","WELL #1","2020","1.15","0.00","381504077011501","","38.251111111100","-77.020833333300","72123","DARL SERVICE AREA","active","municipal","51193","Westmoreland"
"60606","vwuds_364447079254401","Surface Water Intake","DAN RIVER Raw Water","2020","1892.05","5.18","364447079254401","","36.575917418117","-79.433864505816","73095","DANVILLE MAIN WTP","active","municipal","51590","Danville"
"60608","vwuds_380835078293101","Well","WELL #4  GW RECOVERY","2020","0.330116","0.00","380835078293101","","38.143055555600","-78.491944444400","74140","EARLYSVILLE PLANT","active","manufacturing","51003","Albemarle"
"60610","vwuds_364630080154003","Well","WELL #3","2020","0.4116","0.00","364630080154003","","36.775089374606","-80.261659956352","73422","WOOLWINE PLANT","active","manufacturing","51141","Patrick"
"60612","vwuds_374623077451801","Surface Water Intake","S ANNA PMP SITE 6 R617 PVOT F2","2020","12.9","0.04","374623077451801","","37.773055555600","-77.755000000000","72476","Brookmeade Sod Farm, Inc. ","active","irrigation","51085","Hanover"
"60616","vwuds_371133078130004","Well","WELL #4","2020","3.28","0.01","371133078130004","","37.192500000000","-78.216666666700","72112","BURKEVILLE SERVICE AREA","active","municipal","51135","Nottoway"
"60617","vwuds_390608077553001","Surface Water Intake","SHENANDOAH RIVER","2020","139.858","0.38","390608077553001","","39.103611111100","-77.923055555600","74380","BERRYVILLE WTP","active","municipal","51043","Clarke"
"60620","vwuds_380815078293401","Well","WELL #3A  DRINKING WATER","2020","1.406891","0.00","380815078293401","","38.137542192799","-78.492606116423","74140","EARLYSVILLE PLANT","active","manufacturing","51003","Albemarle"
"60622","vwuds_370945080330501","Surface Water Intake","NEW RIVER","2020","2325.07","6.37","370945080330501","","37.162500000000","-80.551388888900","73110","NEW RIVER WTP","active","municipal","51121","Montgomery"
"60623","vwuds_380835078293106","Well","WELL #20E  GW RECOVERY","2020","0.165665","0.00","380835078293106","","38.143055555600","-78.491944444400","74140","EARLYSVILLE PLANT","active","manufacturing","51003","Albemarle"
"60624","vwuds_380835078293102","Well","WELL #35D  GW RECOVERY","2020","0.824233","0.00","380835078293102","","38.143055555600","-78.491944444400","74140","EARLYSVILLE PLANT","active","manufacturing","51003","Albemarle"
"60625","vwuds_374829077324501","Surface Water Intake","S ANNA PUMP SITE 5 FIELD 15 F1","2020","0","0.00","374829077324501","","37.808055555600","-77.545833333300","72476","Brookmeade Sod Farm, Inc. ","active","irrigation","51085","Hanover"
"60626","vwuds_374807077325201","Surface Water Intake","S ANNA PUMP SITE 4 FIELD 7 F1","2020","1.14","0.00","374807077325201","","37.800277777800","-77.547777777800","72476","Brookmeade Sod Farm, Inc. ","active","irrigation","51085","Hanover"
"60627","vwuds_363857080234501","Surface Water Intake"," POND #4","2020","14.675","0.04","363857080234501","","36.649166666700","-80.395833333300","73969","PRIMLAND RESORT","active","commercial","51141","Patrick"
"60630","vwuds_371124078125005","Well","WELL #5","2020","3.46","0.01","371124078125005","","37.190000000000","-78.213888888900","72112","BURKEVILLE SERVICE AREA","active","municipal","51135","Nottoway"
"60631","vwuds_371135078125303","Well","WELL #3","2020","1.9","0.01","371135078125303","","37.193055555600","-78.214722222200","72112","BURKEVILLE SERVICE AREA","active","municipal","51135","Nottoway"
"60632","vwuds_371139078125202","Well","WELL #2","2020","1.82","0.00","","","37.194166666667","-78.214444444444","72112","BURKEVILLE SERVICE AREA","active","municipal","51135","Nottoway"
"60634","vwuds_380835078293109","Well","WELL #2D  GW RECOVERY","2020","1.691658","0.00","380835078293109","","38.143055555600","-78.491944444400","74140","EARLYSVILLE PLANT","active","manufacturing","51003","Albemarle"
"60635","vwuds_380033078112701","Well","GREEN SPRINGS WELL #1","2020","4.724","0.01","380033078112701","","38.009166666700","-78.190833333300","73040","LCWA-Zion Crossroads","active","municipal","51109","Louisa"
"60637","vwuds_370250079530301","Surface Water Intake","BLACKWATER RIVER","2020","272.31","0.75","370250079530301","","37.047454000000","-79.885611000000","73674","BLACKWATER RIVER WTP","active","municipal","51067","Franklin County"
"60638","vwuds_372824078115701","Well","ZION CROSSROADS WELL #1","2020","6.67","0.02","372824078115701","","37.973333333300","-78.199166666700","73040","LCWA-Zion Crossroads","active","municipal","51109","Louisa"
"60639","vwuds_365529080005303","Well","WELL #5","2020","5.2515","0.01","365529080005303","","36.924722222200","-80.014722222200","73443","FERRUM WATER TREATMENT PLANT","active","municipal","51067","Franklin County"
"60642","vwuds_380833078293701","Well","WELL #1  GW RECOVERY","2020","0.26686","0.00","380833078293701","","38.142500000000","-78.493611111100","74140","EARLYSVILLE PLANT","active","manufacturing","51003","Albemarle"
"60645","vwuds_365920080485601","Surface Water Intake","CLAYTOR LAKE","2020","771.508","2.11","365920080485601","","36.994280086402","-80.715358999131","72603","CLAYTOR LAKE WTP","active","municipal","51155","Pulaski"
"60650","vwuds_375827078115601","Well","ZION CROSSROADS WELL #2","2020","22.739","0.06","375827078115601","","37.974166666700","-78.198888888900","73040","LCWA-Zion Crossroads","active","municipal","51109","Louisa"
"60651","vwuds_364739080074501","Surface Water Intake","GOBLINTOWN CREEK","2020","0","0.00","364739080074501","","36.794166666700","-80.129166666700","401368","Fairystone Wildlife Management Area","active","agriculture","51141","Patrick"
"60655","vwuds_373838075431201","Well","DUG POND #1","2020","0","0.00","373838075431201","","37.643888888900","-75.719722222200","67144","Custis Farm","active","agriculture","51131","Northampton"
"60658","vwuds_370414080263102","Well","WELL #1","2020","7.56","0.02","370414080263102","","37.070555555600","-80.441944444400","72545","RINER SERVICE AREA","active","municipal","51121","Montgomery"
"60659","vwuds_372635079325001","Surface Water Intake","STONEY CREEK RESERVOIR","2020","161.83","0.44","372635079325001","","37.443055555600","-79.547222222200","71642","Bedford Central Water Treatment Plant","active","municipal","51019","Bedford County"
"60701","vwuds_R5018","Well","Liberty Farm well","2020","13.3247","0.04","R5018","196-00246","38.114290000000","-77.038360000000","72612","INGLESIDE PLANTATION and LIBERTY FARM","active","irrigation","51193","Westmoreland"
"60702","vwuds_381348077151001","Surface Water Intake","RAPPAHANNOCK RIVER PUMP #3","2020","38.89","0.11","381348077151001","","38.229983000000","-77.252389000000","74063","BLACK MARSH FARM","active","irrigation","51033","Caroline"
"60705","vwuds_381554078331201","Well","WELL #1","2020","0","0.00","381554078331201","","38.265000000000","-78.553333333300","74156","BLUE RIDGE SCHOOL","active","commercial","51079","Greene"
"60716","vwuds_364612076175501","Surface Water Intake","SOUTH BRANCH ELIZABETH RIVER","2020","0","0.00","364612076175501","","36.770000000000","-76.298611111100","73127","CHESAPEAKE ENERGY CENTER","active","fossilpower","51550","Chesapeake"
"60718","vwuds_371617079591201","Well","WELL #1","2020","0","0.00","371617079591201","","37.271388888900","-79.986666666700","73381","Emulsion Plant","active","manufacturing","51770","Roanoke City"
"60719","vwuds_363614077334601","Well","Wells 2, 3, & 4","2020","6.893","0.02","363614077334601","","36.603888888900","-77.562777777800","401908","Skippers - GCWSA","active","municipal","51081","Greensville"
"60722","vwuds_380311078541801","Well","JEFFERSON AVE WELL #2","2020","385.74","1.06","380311078541801","","38.053026019400","-78.903850375000","73212","WAYNESBORO SERVICE AREA","active","municipal","51820","Waynesboro"
"60723","vwuds_374331078511401","Well","WELL NC #3 - STATE SHED WELL","2020","1.9","0.01","374331078511401","","37.725277777800","-78.853888888900","71687","LOVINGSTON SERVICE AREA","active","municipal","51125","Nelson"
"60734","vwuds_390900077482002","Well","FALLS WOOD NO  12","2020","17.37","0.05","390900077482002","","39.129070000000","-77.773670000000","73256","ROUND HILL SERVICE AREA","active","municipal","51107","Loudoun"
"60735","vwuds_390842077462001","Well","Round Hill WELL #21 NA","2020","7.864","0.02","390842077462001","","39.144700000000","-77.772222222222","73256","ROUND HILL SERVICE AREA","active","municipal","51107","Loudoun"
"60741","vwuds_381050079344001","Surface Water Intake","COURSEY SPRING","2020","4443.2839","12.17","381050079344001","","38.180555555600","-79.577777777800","73452","COURSEY SPRING FISHERIES","active","agriculture","51017","Bath"
"60742","vwuds_371133080234801","Well","RECOVERY WELL #1","2020","3.38","0.01","371133080234801","","37.113300000000","-80.234800000000","74450","GW REMEDIATION","active","manufacturing","51121","Montgomery"
"60743","vwuds_381402077193503","Well","WELL #3    OVERHEAD REELS","2020","2.6903","0.01","381402077193503","116-00405","38.232000000000","-77.325694000000","90588","Sneads Asparagus Farm","active","irrigation","51033","Caroline"
"60745","vwuds_390838077461801","Well","Round Hill WELL #21 NB","2020","0","0.00","390838077461801","","39.145839320000","-77.774477750000","73256","ROUND HILL SERVICE AREA","active","municipal","51107","Loudoun"
"60752","vwuds_380204078383201","Well","WELL #7","2020","1.5312","0.00","380204078383201","","38.034444444400","-78.642222222200","73540","Peacock Hill Subdivision","active","municipal","51003","Albemarle"
"60753","vwuds_383905078280301","Surface Water Intake","HUDSON SPRING","2020","0","0.00","383905078280301","","38.653807000000","-78.464862000000","72810","LURAY SERVICE AREA","active","municipal","51139","Page"
"60756","vwuds_375534078572101","Well","WELL #12","2020","6.3116","0.02","375534078572101","","37.926111111100","-78.955833333300","71693","WINTERGREEN MTN SERVICE AREA","active","municipal","51125","Nelson"
"60757","vwuds_385854077265501","Well","Sterling R/M wells #1 & #2","2020","1.76","0.00","385854077265501","","38.981666666700","-77.448611111100","73469","DULLES READY MIX  PLANT","active","manufacturing","51107","Loudoun"
"60758","vwuds_mp7807","Well","Well #6","2020","2.355349","0.01","mp7807","","36.551166700000","-78.774555600000","72493","VIRGILINA SERVICE AREA","active","municipal","51083","Halifax"
"60759","vwuds_374537078521701","Well","WELL  #9 - DAWSON","2020","3.39","0.01","374537078521701","","37.760277777800","-78.871388888900","71687","LOVINGSTON SERVICE AREA","active","municipal","51125","Nelson"
"60767","vwuds_371947079082904","Well","MOUNTAIN REST ESTATES WELL #3","2020","1.106","0.00","371947079082904","","37.329722222200","-79.141388888900","73440","BENNIES RENTALS SHOP & MOTEL","active","commercial","51031","Campbell"
"60779","vwuds_371831076474201","Surface Water Intake","Marsh Hawk Pond","2020","17.407237","0.05","371831076474201","","37.304786000000","-76.773194000000","73915","FORDS COLONY AT WILLIAMSBURG","active","commercial","51095","James City"
"60780","vwuds_371822076464601","Surface Water Intake","Blue Heron Pond","2020","20.219937","0.06","371822076464601","","37.291736000000","-76.773447000000","73915","FORDS COLONY AT WILLIAMSBURG","active","commercial","51095","James City"
"60785","vwuds_363237078461301","Well","WELL #5","2020","1.212752","0.00","363237078461301","","36.543611111100","-78.770277777800","72493","VIRGILINA SERVICE AREA","active","municipal","51083","Halifax"
"60814","vwuds_370305078390301","Well","WELL #4","2020","4.047545","0.01","370305078390301","","37.051388888889","-78.650833333333","73739","CHARLOTTE CT HSE SERVICE AREA","active","municipal","51037","Charlotte"
"60818","vwuds_372519077245001","Well","45 REMEDIATION WELLS","2020","95.67","0.26","372519077245001","","37.450612000000","-77.436161000000","72744","Dupont E I De Nemours & Co Spruance Plant","active","manufacturing","51041","Chesterfield"
"60828","vwuds_370314078390301","Well","WELL #3","2020","1.9345141","0.01","370314078390301","","37.053888888889","-78.650833333333","73739","CHARLOTTE CT HSE SERVICE AREA","active","municipal","51037","Charlotte"
"60830","vwuds_mp7770","Well","Well #26","2020","1.496","0.00","mp7770","","37.892119000000","-78.871757000000","73392","Stoney Creek Village","active","municipal","51125","Nelson"
"60833","vwuds_374812079595301","Surface Water Intake","JACKSON RIVER (FIREWATER #2)","2020","0","0.00","374812079595301","","37.803333333333","-79.998055555556","74117","WestRock Covington Plant","active","manufacturing","51005","Alleghany"
"60841","vwuds_371922079522201","Well","HUNT RIDGE WELL","2020","0","0.00","","","37.322777777778","-79.872777777778","74166","460 EAST","inactive","municipal","51161","Roanoke County"
"60842","vwuds_371850079524301","Well","BONSACK #1 WELL","2020","0","0.00","","","37.313888888889","-79.878611111111","74166","460 EAST","inactive","municipal","51161","Roanoke County"
"60843","vwuds_371450080113801","Well","CAMPBELL HILLS WELL #2","2020","0","0.00","371450080113801","","37.247222222222","-80.193888888889","74167","CAMPBELL HILLS","inactive","municipal","51161","Roanoke County"
"60844","vwuds_371425080112201","Well","CAMPBELL HILLS WELL #3","2020","0","0.00","","","37.240277777778","-80.189444444444","74167","CAMPBELL HILLS","inactive","municipal","51161","Roanoke County"
"60845","vwuds_371630080082501","Well","CHEROKEE HILLS WELL #1","2020","0","0.00","","","37.275000000000","-80.140277777778","72690","CHEROKEE HILLS","inactive","municipal","51161","Roanoke County"
"60846","vwuds_371613080080701","Well","CHEROKEE HILLS WELL #4","2020","0","0.00","","","37.270277777778","-80.135277777778","72690","CHEROKEE HILLS","inactive","municipal","51161","Roanoke County"
"60847","vwuds_371131080053701","Well","CARRIAGE HILLS PARKER WELL","2020","0","0.00","","","37.191944444444","-81.348055555556","74168","CARRIAGE HILLS","inactive","municipal","51161","Roanoke County"
"60848","vwuds_371144080053701","Well","FOREST EDGE WELL #3","2020","0","0.00","","","37.195555555556","-80.093611111111","74169","FOREST EDGE","inactive","municipal","51161","Roanoke County"
"60857","vwuds_371447079545701","Surface Water Intake","MUSE SPRING TO FRED WHITAKER","2020","153.191","0.42","","","37.271388888889","-79.945277777778","74111","ROANOKE (CITY) SERVICE AREA","active","municipal","51770","Roanoke City"
"60860","vwuds_371944079524501","Well","WELL #1","2020","0","0.00","","","37.347500000000","-79.885000000000","74151","ORCHARD APPLETREE BOTETOURT E","inactive","municipal","51161","Roanoke County"
"60861","vwuds_371235080015501","Well","BRIDLEWOOD WELL #1","2020","0","0.00","","","37.209722222222","-80.031944444444","74158","SOUTH SERVICE AREA","inactive","municipal","51161","Roanoke County"
"60862","vwuds_371240080015603","Well","BRIDLEWOOD WELL #3","2020","0","0.00","","","37.211111111111","-80.032222222222","74158","SOUTH SERVICE AREA","inactive","municipal","51161","Roanoke County"
"60863","vwuds_371937080002301","Well","NORTH LAKES WELL #6","2020","10.798","0.03","371937080002301","","37.326944444444","-80.006388888889","74159","NORTH LAKES SERVICE AREA","inactive","municipal","51161","Roanoke County"
"60864","vwuds_371403080024301","Well","LONGRIDGE WELL #1","2020","0","0.00","","","37.234166666667","-80.045277777778","74162","LONGRIDGE SERVICE AREA","inactive","municipal","51161","Roanoke County"
"60868","vwuds_390955077560201","Well","JOHNSON WELL #1","2020","13.7","0.04","390955077560201","","39.164940455600","-77.932519194400","71835","MOORE AND DORSEY INC","active","irrigation","51043","Clarke"
"60882","vwuds_371143080054701","Well","CARRIAGE HILLS WELL #3","2020","0","0.00","","","37.195277777778","-80.096388888889","74168","CARRIAGE HILLS","inactive","municipal","51161","Roanoke County"
"60883","vwuds_371146080052201","Well","CARRIAGE HILLS WELL #12","2020","0","0.00","","","37.196111111111","-80.089444444444","74168","CARRIAGE HILLS","inactive","municipal","51161","Roanoke County"
"60884","vwuds_371158080060401","Well","CARRIAGE HILLS WELL #14","2020","0","0.00","","","37.199444444444","-80.101111111111","74168","CARRIAGE HILLS","inactive","municipal","51161","Roanoke County"
"60886","vwuds_371949079535501","Well","LABELLEVUE WELL #2","2020","0","0.00","371949079535501","","37.330277777778","-79.898611111111","74164","LABELLEVUE SERVICE AREA","inactive","municipal","51161","Roanoke County"
"60887","vwuds_371223080011901","Well","SCENIC HILLS WELL","2020","0.585","0.00","371223080011901","","37.206388888889","-80.021944444444","74160","SCENIC HILLS SERVICE AREA","inactive","municipal","51161","Roanoke County"
"60890","vwuds_mp7772","Surface Water Intake","Shenandoah River - Elkton","2020","9","0.02","mp7772","","38.369410000000","-78.679370000000","73015","NOAH TURNER LANDSCAPING INC - Elkton","active","irrigation","51165","Rockingham"
"60891","vwuds_382518079352101","Well","WELL #2, Hevener's","2020","0","0.00","382518079352101","","38.421666666700","-79.589166666700","72640","MONTEREY SERVICE AREA","active","municipal","51091","Highland"
"60904","vwuds_374442077393801","Well","MISSIONARY LEARNING CTR  #1","2020","0","0.00","374442077393801","","37.745000000000","-77.660555555556","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"60910","vwuds_375053077325001","Surface Water Intake","NEWFOUND RIVER","2020","25.92","0.07","375053077325001","","37.848055555600","-77.547222222200","72550","ASHLAND BERRY FARM","active","irrigation","51085","Hanover"
"60921","vwuds_372053078493005","Well","WELL #5","2020","0","0.00","372053078493005","","37.348055555600","-78.825000000000","71915","APPOMATTOX (TOWN) SERVICE AREA","active","municipal","51011","Appomattox"
"60922","vwuds_391453078201602","Well","WELL #2","2020","4.64","0.01","391453078201602","","39.248131413900","-78.338312875000","72619","GORE PLANT","active","mining","51069","Frederick"
"60935","vwuds_372129079065001","Well","PINE LANE WELL","2020","4.604","0.01","372129079065001","","37.358055555600","-79.113888888900","73440","BENNIES RENTALS SHOP & MOTEL","active","commercial","51031","Campbell"
"60936","vwuds_372130078493201","Well","WELL #41","2020","0","0.00","372130078493201","","37.358333333300","-78.825555555600","71915","APPOMATTOX (TOWN) SERVICE AREA","active","municipal","51011","Appomattox"
"60940","vwuds_382307078390101","Well","WELL  #3","2020","380.85","1.04","382307078390101","","38.385660000000","-78.650565000000","73412","Merck & Co Elkton Plant","active","manufacturing","51165","Rockingham"
"60953","vwuds_372159079511704","Well","WELL #2","2020","9.185","0.03","372159079511704","","37.366388888900","-79.854722222200","73809","RAINBOW FOREST SERVICE AREA","active","municipal","51023","Botetourt"
"60954","vwuds_372954077553001","Well","MILL QUARTER WELL #2","2020","2.173684","0.01","372954077553001","","37.498333333300","-77.925000000000","73617","MILL QUARTER PLANTATION","active","municipal","51145","Powhatan"
"60955","vwuds_380311078541501","Well","JEFFERSON AVE WELL # 1","2020","2.78","0.01","380311078541501","","38.053264125000","-78.903602947200","73212","WAYNESBORO SERVICE AREA","active","municipal","51820","Waynesboro"
"60972","vwuds_373214077484505","Well","WELL #5","2020","2.309463","0.01","373214077484505","","37.537222222200","-77.812500000000","73806","LAKE SHAWNEE SERVICE AREA","active","municipal","51145","Powhatan"
"60974","vwuds_381007079010301","Surface Water Intake","POGUE RUN","2020","5.35302","0.01","381007079010301","","38.168611111100","-79.017500000000","72203","The Club at Ironwood","active","commercial","51015","Augusta"
"60979","vwuds_372623076192701","Well","LEE-JACKSON ELEMENTARY","2020","0.5697","0.00","372623076192701","","37.439722222222","-76.324166666667","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"60985","vwuds_374507077213201","Well","COURTHOUSE PARK WELL","2020","2.8","0.01","374507077213201","","37.751944444444","-77.358888888889","73045","COURTHOUSE PARK","active","irrigation","51085","Hanover"
"60996","vwuds_mp7738","Well","RF-27","2020","0","0.00","mp7738","","36.621880000000","-77.641600000000","72936","Brink Concentrator Site System","active","mining","51081","Greensville"
"61001","vwuds_373420077311703","Well","ST CATHERINES CONCESSION","2020","0","0.00","373420077311703","","37.572222222222","-77.521388888889","72586","SYDNOR - ST CATHERINE'S","active","municipal","51085","Hanover"
"61007","vwuds_374249077165801","Surface Water Intake","PAMUNKEY RIVER - LS4 HP","2020","0","0.00","","","37.713611111100","-77.282777777800","74097","JAMES M NEWCOMB & SONS (5121)","active","irrigation","51085","Hanover"
"61017","vwuds_372737076363703","Well","GLOUCESTER - PETSWORTH ELEM","2020","0.31107","0.00","372737076363703","","37.460277777778","-76.610277777778","71570","SYDNOR - small well systems","active","municipal","51760","Richmond City"
"61027","vwuds_381840077442101","Well","WELL #1","2020","0.082676","0.00","381840077442101","","0.100000000000","0.000000000000","72573","LAKE WILDERNESS SERVICE AREA","active","municipal","51177","Spotsylvania"
